lean_lane,route_band,currency,records,buyers,median_value,p25_value,p75_value,median_bidders,avg_priority
OTHER / OPEN WORLD,OPEN_PUBLIC,JOD,1,1,215000.0,215000.0,215000.0,,55.1
Report / publication production,OPEN_PUBLIC,CAD,1,1,453891.5,453891.5,453891.5,,77.76
Report / publication production,DIRECT_NONCOMPETITIVE,GBP,1,1,23040.0,23040.0,23040.0,,73.16
Call centre / helpdesk operations,UNKNOWN,SEK,1,1,42000000.0,42000000.0,42000000.0,2.0,69.76
Office supplies / consumables resale,UNKNOWN,MKD,1,1,23200000.0,23200000.0,23200000.0,,67.6
Website support / accessibility / hosting,UNKNOWN,CHF,1,1,1500000.0,1500000.0,1500000.0,,71.18
Training / e-learning,FRAMEWORK_DPS_CALLOFF,EUR,1,1,1361789.0,1361789.0,1361789.0,,76.0
Transcription / captioning,UNKNOWN,CAD,1,1,98303.63,98303.63,98303.63,1.0,81.5
OTHER / OPEN WORLD,DIRECT_NONCOMPETITIVE,AUD,1,1,1.0,1.0,1.0,1.0,44.5
Translation,UNKNOWN,CAD,1,1,868969.55,868969.55,868969.55,2.0,86.88
Training / e-learning,COMPETITIVE_OTHER,HTG,1,1,0.0,0.0,0.0,,62.2
Data entry / clerical processing,COMPETITIVE_OTHER,EUR,1,1,0.01,0.01,0.01,,63.68
Survey / market research,UNKNOWN,SEK,1,1,30000000.0,30000000.0,30000000.0,,76.36
Call centre / helpdesk operations,UNKNOWN,RON,1,1,3800000.0,3800000.0,3800000.0,,64.86
OTHER / OPEN WORLD,UNKNOWN,KES,1,1,96000000.0,96000000.0,96000000.0,,54.98
OTHER / OPEN WORLD,UNKNOWN,IDR,1,1,133500000000.0,133500000000.0,133500000000.0,,52.28
OTHER / OPEN WORLD,DIRECT_NONCOMPETITIVE,USD,1,1,582900.0,582900.0,582900.0,1.0,60.1
Uniforms / PPE resale,DIRECT_NONCOMPETITIVE,EUR,1,1,2951716.5,2951716.5,2951716.5,1.0,76.56
OTHER / OPEN WORLD,UNKNOWN,CRC,1,1,1449000000.0,1449000000.0,1449000000.0,,52.28
Hardware / AV resale,UNKNOWN,ISK,1,1,74596141.0,74596141.0,74596141.0,1.0,83.68
OTHER / OPEN WORLD,UNKNOWN,COP,1,1,1750000000.0,1750000000.0,1750000000.0,,59.48
Video production / post-production,UNKNOWN,DKK,1,1,12000000.0,12000000.0,12000000.0,,76.96
Survey / market research,DIRECT_NONCOMPETITIVE,EUR,1,0,,,,,58.98
Software licences / SaaS resale,UNKNOWN,CHF,1,1,5000000.0,5000000.0,5000000.0,,79.08
Website / CMS build or redesign,UNKNOWN,RON,1,1,3304495.0,3304495.0,3304495.0,1.0,87.08
OTHER / OPEN WORLD,UNKNOWN,SAR,1,1,3800000.0,3800000.0,3800000.0,,54.98
Cloud / hosting / managed IT,FRAMEWORK_DPS_CALLOFF,GBP,1,1,3500000.0,3500000.0,3500000.0,,68.88
Hardware / AV resale,UNKNOWN,USD,1,1,50000000.0,50000000.0,50000000.0,,77.38
OTHER / OPEN WORLD,COMPETITIVE_OTHER,SEK,1,1,16400000.0,16400000.0,16400000.0,,52.28
Software licences / SaaS resale,UNKNOWN,USD,1,1,3400000.0,3400000.0,3400000.0,,79.08
Office supplies / consumables resale,OPEN_PUBLIC,KZT,1,1,34800.0,34800.0,34800.0,,64.12
OTHER / OPEN WORLD,OPEN_PUBLIC,PKR,1,1,55350000.0,55350000.0,55350000.0,,50.78
OTHER / OPEN WORLD,UNKNOWN,PEN,1,1,17030000.0,17030000.0,17030000.0,,52.28
Video production / post-production,FRAMEWORK_DPS_CALLOFF,EUR,1,1,50000.0,50000.0,50000.0,,70.48
SEO / digital marketing,UNKNOWN,MKD,1,1,10000000.0,10000000.0,10000000.0,,81.1
Document digitization / OCR / scanning,UNKNOWN,DKK,1,1,3354450.0,3354450.0,3354450.0,4.0,84.74
Document digitization / OCR / scanning,UNKNOWN,USD,1,1,1030000.0,1030000.0,1030000.0,,80.76
OTHER / OPEN WORLD,UNKNOWN,LKR,1,1,6978577053.05,6978577053.05,6978577053.05,7.0,61.78
SEO / digital marketing,UNKNOWN,CZK,1,1,1.0,1.0,1.0,3.0,59.12
Software licences / SaaS resale,UNKNOWN,HUF,1,1,138320000000.0,138320000000.0,138320000000.0,,70.98
Hardware / AV resale,UNKNOWN,BGN,1,1,15645.0,15645.0,15645.0,1.0,62.5
Event support / production,UNKNOWN,PLN,1,1,808703.2,808703.2,808703.2,,70.9
Graphic design / layout / DTP,UNKNOWN,CAD,1,1,48750.0,48750.0,48750.0,1.0,74.86
OTHER / OPEN WORLD,COMPETITIVE_OTHER,USD,1,1,5000000.0,5000000.0,5000000.0,,46.88
OTHER / OPEN WORLD,UNKNOWN,GEL,1,1,6470000.0,6470000.0,6470000.0,,52.28
Website / CMS build or redesign,UNKNOWN,DKK,1,1,1522500.16,1522500.16,1522500.16,1.0,78.5
OTHER / OPEN WORLD,OPEN_PUBLIC,HUF,1,1,160000.0,160000.0,160000.0,,55.1
Video production / post-production,UNKNOWN,SEK,1,1,1595350.0,1595350.0,1595350.0,18.0,74.38
OTHER / OPEN WORLD,UNKNOWN,AUD,1,1,27.41,27.41,27.41,1.0,42.5
OTHER / OPEN WORLD,UNKNOWN,LSL,1,1,56700000.0,56700000.0,56700000.0,,52.28
OTHER / OPEN WORLD,UNKNOWN,NPR,1,1,351000000.0,351000000.0,351000000.0,,52.28
Office supplies / consumables resale,UNKNOWN,MDL,1,1,3098288.6,3098288.6,3098288.6,,67.6
Website / CMS build or redesign,UNKNOWN,CHF,1,1,280020.0,280020.0,280020.0,12.0,67.7
Graphic design / layout / DTP,FRAMEWORK_DPS_CALLOFF,GBP,1,1,,,,,71.86
Video production / post-production,FRAMEWORK_DPS_CALLOFF,GBP,1,1,15000000.0,15000000.0,15000000.0,,76.96
Video production / post-production,COMPETITIVE_OTHER,CAD,1,1,,,,,65.68
Cloud / hosting / managed IT,FRAMEWORK_DPS_CALLOFF,EUR,1,1,5000000.0,5000000.0,5000000.0,,68.88
OTHER / OPEN WORLD,OPEN_PUBLIC,RSD,1,1,25000.0,25000.0,25000.0,,48.8
Call centre / helpdesk operations,FRAMEWORK_DPS_CALLOFF,EUR,1,1,14000000.0,14000000.0,14000000.0,,72.96
Hardware / AV resale,UNKNOWN,INR,1,1,8910000.0,8910000.0,8910000.0,18.0,76.18
Translation,UNKNOWN,CHF,1,1,3089244.0,3089244.0,3089244.0,4.0,85.96
Website / CMS build or redesign,UNKNOWN,USD,1,1,14000.0,14000.0,14000.0,,72.2
OTHER / OPEN WORLD,UNKNOWN,BDT,1,1,1.0,1.0,1.0,,36.2
OTHER / OPEN WORLD,UNKNOWN,SGD,1,1,400000.0,400000.0,400000.0,,49.4
Document digitization / OCR / scanning,UNKNOWN,SEK,1,1,2400000.0,2400000.0,2400000.0,3.0,82.54
Hardware / AV resale,UNKNOWN,RSD,1,1,464564357.35,464564357.35,464564357.35,5.0,67.38
OTHER / OPEN WORLD,UNKNOWN,BOB,1,1,19950000.0,19950000.0,19950000.0,,52.28
SEO / digital marketing,UNKNOWN,SEK,1,1,20000000.0,20000000.0,20000000.0,16.0,79.0
OTHER / OPEN WORLD,OPEN_PUBLIC,NGN,1,1,43720.0,43720.0,43720.0,,48.8
OTHER / OPEN WORLD,UNKNOWN,PYG,1,1,20880000000.0,20880000000.0,20880000000.0,,52.28
Cloud / hosting / managed IT,DIRECT_NONCOMPETITIVE,EUR,1,1,126.29,126.29,126.29,,54.8
Call centre / helpdesk operations,UNKNOWN,MKD,1,1,38000000.0,38000000.0,38000000.0,2.0,76.42
Recruitment / temporary staffing,UNKNOWN,PLN,1,1,7458310.0,7458310.0,7458310.0,,65.18
Training / e-learning,UNKNOWN,DKK,1,1,10000000.0,10000000.0,10000000.0,,76.48
OTHER / OPEN WORLD,DIRECT_NONCOMPETITIVE,USN,1,1,333366.0,333366.0,333366.0,1.0,65.8
Hardware / AV resale,UNKNOWN,CAD,1,1,162847.41,162847.41,162847.41,1.0,70.9
Event support / production,UNKNOWN,DKK,1,1,7500000.0,7500000.0,7500000.0,5.0,67.68
OTHER / OPEN WORLD,UNKNOWN,AFN,1,1,222222.0,222222.0,222222.0,,49.4
Cloud / hosting / managed IT,COMPETITIVE_OTHER,CAD,1,1,,,,,49.5
Office supplies / consumables resale,COMPETITIVE_OTHER,CAD,1,1,,,,,68.02
OTHER / OPEN WORLD,UNKNOWN,GTQ,1,1,37390000.0,37390000.0,37390000.0,3.0,57.18
Printing / mailing / routing,FRAMEWORK_DPS_CALLOFF,GBP,1,1,15000000.0,15000000.0,15000000.0,,78.32
OTHER / OPEN WORLD,UNKNOWN,NAD,1,1,102500000.0,102500000.0,102500000.0,,52.28
Recruitment / temporary staffing,OPEN_PUBLIC,THB,1,1,800000.0,800000.0,800000.0,,67.7
OTHER / OPEN WORLD,OPEN_PUBLIC,KES,1,1,100000.0,100000.0,100000.0,,52.4
Social media / community management,FRAMEWORK_DPS_CALLOFF,GBP,1,1,6761250.0,6761250.0,6761250.0,,77.72
OTHER / OPEN WORLD,OPEN_PUBLIC,GIP,1,1,240000.0,240000.0,240000.0,,55.1
OTHER / OPEN WORLD,OPEN_PUBLIC,BHD,1,1,161818.0,161818.0,161818.0,,59.06
Signage / display production,FRAMEWORK_DPS_CALLOFF,EUR,1,1,4500.0,4500.0,4500.0,,59.86
SEO / digital marketing,DIRECT_NONCOMPETITIVE,EUR,1,1,,,,1.0,78.12
Cloud / hosting / managed IT,COMPETITIVE_OTHER,EUR,1,1,,,,,57.6
OTHER / OPEN WORLD,UNKNOWN,MMK,1,1,376000000.0,376000000.0,376000000.0,2.0,57.18
Office supplies / consumables resale,UNKNOWN,HUF,1,1,14895180.0,14895180.0,14895180.0,9.0,69.0
