Warehouse_Source,Country,code,description,category,subcategory,lean_fit,automation_potential,records,buyers,first_date,last_date,median_estimated_value,median_bidders,one_bidder_rows
United Kingdom,United Kingdom,71621000,Technical analysis or consultancy services,Other,Technical analysis or consultancy services,15,20,33,23,2023-08-03,2026-07-31,210000.0,,0
Canada federal,Canada,*80101511,*Human resources consulting service,Other,*Human resources consulting service,15,20,31,25,2023-09-14,2026-06-25,,,0
Germany,Germany,33100000,NO_DESCRIPTION,Other,UNKNOWN,15,20,568,238,2023-08-04,2026-07-30,1000.0,,0
United Kingdom,United Kingdom,79212300,Statutory audit services,Other,Statutory audit services,15,20,29,27,2023-08-18,2026-06-04,360000.0,,0
Germany,Germany,73,NO_DESCRIPTION,Other,UNKNOWN,15,20,805,0,2023-08-01,2026-07-29,,,0
France,France,144,Gros oeuvre,Other,Travaux,15,20,474,331,2023-08-09,2026-07-31,,,0
Canada federal,Canada,*56101500,*Furniture,Other,*Furniture,15,20,34,21,2023-09-13,2026-07-31,,,0
Ireland,Ireland,79212000.0,Auditing services.,Other,Auditing services.,15,20,29,25,2023-10-09,2026-01-29,180000.0,,0
United Kingdom,United Kingdom,73220000,Development consultancy services,Other,Development consultancy services,15,20,28,26,2023-08-31,2026-05-15,325000.0,,0
Ireland,Ireland,30232110.0,Laser printers.,Other,Laser printers.,15,20,28,25,2023-08-13,2026-01-08,170000.0,,0
Ireland,Ireland,18000000.0,"Clothing, footwear, luggage articles and accessories.",Other,"Clothing, footwear, luggage articles and accessories.",15,20,31,21,2023-08-23,2026-02-05,750000.0,,0
United Kingdom,United Kingdom,22000000,Printed matter and related products,Other,Printed matter and related products,15,20,26,26,2023-08-10,2026-07-13,500000.0,,0
Ireland,Ireland,34928470.0,Signage.,Other,Signage.,15,20,29,22,2023-12-16,2026-03-03,250000.0,,0
United Kingdom,United Kingdom,34928470,Signage,Other,Signage,15,20,26,25,2023-08-14,2025-11-12,1000000.0,,0
United Kingdom,United Kingdom,79210000,Accounting and auditing services,Other,Accounting and auditing services,15,20,26,25,2023-08-04,2026-06-12,155000.0,,0
United Kingdom,United Kingdom,66170000,"Financial consultancy, financial transaction processing and clearing-house services",Other,"Financial consultancy, financial transaction processing and clearing-house services",15,20,25,25,2023-08-04,2026-07-28,2326000.0,,0
Quebec,Canada - Quebec,72103301,NO_DESCRIPTION,Other,UNKNOWN,15,20,564,235,2024-06-11,2026-07-31,,2.0,133
United Kingdom,United Kingdom,80511000,Staff training services,Other,Staff training services,15,20,28,20,2023-08-22,2025-07-15,168000.0,,0
Germany,Germany,45422000-1,NO_DESCRIPTION,Other,UNKNOWN,15,20,797,0,2023-08-03,2026-07-30,,,0
United Kingdom,United Kingdom,55524000,School catering services,Other,School catering services,15,20,420,376,2023-08-01,2026-07-13,2099177.0,,0
United Kingdom,United Kingdom,73300000,Design and execution of research and development,Other,Design and execution of research and development,15,20,28,18,2023-09-15,2025-02-21,250000.0,,0
United Kingdom,United Kingdom,79300000,Market and economic research; polling and statistics,Other,Market and economic research; polling and statistics,15,20,24,21,2023-09-04,2026-07-13,275000.0,,0
Canada federal,Canada,*86132100,"*Training planning, facilitation and delivery services",Other,"*Training planning, facilitation and delivery services",15,20,28,17,2023-09-27,2026-07-15,,,0
United Kingdom,United Kingdom,85140000,Miscellaneous health services,Other,Miscellaneous health services,15,20,677,116,2023-08-21,2026-07-30,750000.0,,0
United Kingdom,United Kingdom,80530000,Vocational training services,Other,Vocational training services,15,20,34,9,2023-08-15,2026-05-11,237500.0,,0
United Kingdom,United Kingdom,73111000,Research laboratory services,Other,Research laboratory services,15,20,25,17,2023-09-06,2025-11-25,1000000.0,,0
Canada federal,Canada,*56100000,*Accommodation furniture,Other,*Accommodation furniture,15,20,32,9,2023-08-01,2026-05-25,,,0
United Kingdom,United Kingdom,71311300,Infrastructure works consultancy services,Other,Infrastructure works consultancy services,15,20,21,20,2023-08-10,2026-07-07,400000.0,,0
Canada federal,Canada,*81141901,*Product research and development service,Other,*Product research and development service,15,20,30,10,2023-08-01,2026-07-27,,,0
Ireland,Ireland,73220000.0,Development consultancy services.,Other,Development consultancy services.,15,20,27,13,2023-08-14,2026-03-24,90000.0,,0
Ireland,Ireland,39100000.0,Furniture.,Other,Furniture.,15,20,24,16,2023-08-15,2026-03-26,221000.0,,0
Ireland,Ireland,71621000.0,Technical analysis or consultancy services.,Other,Technical analysis or consultancy services.,15,20,23,17,2023-08-31,2026-03-19,200000.0,,0
United Kingdom,United Kingdom,71311210,Highways consultancy services,Other,Highways consultancy services,15,20,20,20,2023-08-05,2026-06-15,9000000.0,,0
Canada federal,Canada,*81141902,*Application or technology research and development service,Other,*Application or technology research and development service,15,20,31,8,2023-08-03,2026-07-31,,,0
United Kingdom,United Kingdom,90713000,Environmental issues consultancy services,Other,Environmental issues consultancy services,15,20,23,16,2023-08-03,2025-12-24,175000.0,,0
United Kingdom,United Kingdom,71317210,Health and safety consultancy services,Other,Health and safety consultancy services,15,20,21,18,2023-08-04,2025-09-20,201000.0,,0
United Kingdom,United Kingdom,30192000,Office supplies,Other,Office supplies,15,20,20,19,2023-08-07,2026-07-27,,,0
Canada federal,Canada,*72121103,*Commercial and office building renovation and repair service,Other,*Commercial and office building renovation and repair service,15,20,27,10,2023-09-26,2026-06-03,,,0
France,France,79212100,Audit,Other,Services,15,20,19,18,2023-09-12,2026-03-31,,,0
Ireland,Ireland,71600000.0,"Technical testing, analysis and consultancy services.",Other,"Technical testing, analysis and consultancy services.",15,20,21,15,2023-10-08,2026-03-27,215500.0,,0
Canada federal,Canada,*80101508,*Business intelligence consulting services,Other,*Business intelligence consulting services,15,20,20,16,2023-08-11,2026-05-08,,,0
United Kingdom,United Kingdom,80570000,Personal development training services,Other,Personal development training services,15,20,19,17,2023-09-01,2026-06-26,762500.0,,0
Ireland,Ireland,79411000.0,General management consultancy services.,Other,General management consultancy services.,15,20,21,14,2023-08-29,2025-11-10,87500.0,,0
Germany,Germany,45215100,NO_DESCRIPTION,Other,UNKNOWN,15,20,682,102,2023-08-01,2026-07-31,100000.0,,0
Canada federal,Canada,*32130000 *81101700,*Electronic hardware and component parts and accessories *Electrical and electronic engineering,Other,*Electronic hardware and component parts and accessories *Electrical and electronic engineering,15,20,33,1,2025-06-11,2026-06-24,,,0
Canada federal,Canada,*53100000,*Clothing,Other,*Clothing,15,20,30,4,2023-08-22,2026-06-05,,,0
United Kingdom,United Kingdom,80561000,Health training services,Other,Health training services,15,20,22,12,2023-08-22,2026-04-29,350000.0,,0
United Kingdom,United Kingdom,79120000,Patent and copyright consultancy services,Other,Patent and copyright consultancy services,15,20,18,15,2023-08-09,2025-11-12,1800000.0,,0
Ireland,Ireland,71314300.0,Energy-efficiency consultancy services.,Other,Energy-efficiency consultancy services.,15,20,21,11,2024-02-02,2026-03-30,200000.0,,0
United Kingdom,United Kingdom,80521000,Training programme services,Other,Training programme services,15,20,18,14,2023-08-17,2026-07-21,1150000.0,,0
Ireland,Ireland,79342000.0,Marketing services.,Other,Marketing services.,15,20,18,14,2023-08-22,2026-02-26,185000.0,,0
Ireland,Ireland,18100000.0,"Occupational clothing, special workwear and accessories.",Other,"Occupational clothing, special workwear and accessories.",15,20,17,15,2023-08-30,2026-03-31,605000.0,,0
United Kingdom,United Kingdom,79341400,Advertising campaign services,Other,Advertising campaign services,15,20,17,15,2023-09-19,2026-02-03,914022.5,,0
France,France,71200000,Maîtrise d'oeuvre,Other,Services,15,20,428,353,2023-08-12,2026-07-31,,,0
Canada federal,Canada,*72121100,*Commercial and office building construction services,Other,*Commercial and office building construction services,15,20,24,7,2023-08-31,2026-07-17,,,0
United Kingdom,United Kingdom,73100000,Research and experimental development services,Other,Research and experimental development services,15,20,22,9,2023-08-01,2026-06-19,2000000.0,,0
Canada federal,Canada,*43230000 *81112200,*Software *Software maintenance and support,Other,*Software *Software maintenance and support,15,20,28,3,2024-05-09,2026-07-30,,,0
United Kingdom,United Kingdom,80550000,Safety training services,Other,Safety training services,15,20,16,14,2023-08-11,2026-06-26,500000.0,,0
France,France,"21,446","Audit,Expertise comptable",Other,Services,15,20,15,15,2024-02-03,2026-07-26,,,0
Ireland,Ireland,79418000.0,Procurement consultancy services.,Other,Procurement consultancy services.,15,20,16,13,2023-08-03,2025-11-12,341000.0,,0
Canada federal,Canada,*80101511 *80110000,*Human resources consulting service *Human resources services,Other,*Human resources consulting service *Human resources services,15,20,16,13,2023-08-09,2026-05-05,,,0
United Kingdom,United Kingdom,79221000,Tax consultancy services,Other,Tax consultancy services,15,20,15,14,2023-08-03,2026-07-15,600000.0,,0
Ireland,Ireland,90713100.0,Consulting services for water-supply and waste-water other than for construction.,Other,Consulting services for water-supply and waste-water other than for construction.,15,20,14,14,2025-03-19,2026-03-23,30000.0,,0
United Kingdom,United Kingdom,71317100,Fire and explosion protection and control consultancy services,Other,Fire and explosion protection and control consultancy services,15,20,14,14,2023-08-22,2025-12-04,285000.0,,0
Ireland,Ireland,71530000.0,Construction consultancy services.,Other,Construction consultancy services.,15,20,16,12,2023-08-01,2026-01-28,75000.0,,0
Canada federal,Canada,*80161508,*Document destruction services,Other,*Document destruction services,15,20,16,12,2023-08-08,2026-06-08,,,0
United Kingdom,United Kingdom,64100000,Post and courier services,Other,Post and courier services,15,20,14,13,2023-09-14,2026-07-28,3700000.0,,0
Ireland,Ireland,79415200.0,Design consultancy services.,Other,Design consultancy services.,15,20,15,12,2023-09-09,2026-03-10,750000.0,,0
Germany,Germany,39130000,NO_DESCRIPTION,Other,UNKNOWN,15,20,515,261,2023-08-10,2026-07-28,422000.0,,0
Canada federal,Canada,*80111504,*Labor training or development,Other,*Labor training or development,15,20,20,6,2023-09-26,2026-03-31,,,0
Ireland,Ireland,79952100.0,Cultural event organisation services.,Other,Cultural event organisation services.,15,20,15,10,2023-10-01,2026-03-19,400000.0,,0
Ireland,Ireland,66170000.0,"Financial consultancy, financial transaction processing and clearing-house services.",Other,"Financial consultancy, financial transaction processing and clearing-house services.",15,20,14,11,2023-08-31,2026-02-04,233000.0,,0
Ireland,Ireland,30210000.0,Data-processing machines (hardware).,Other,Data-processing machines (hardware).,15,20,13,12,2023-09-13,2026-02-11,187500.0,,0
France,France,79419000,Audit,Other,Services,15,20,13,12,2023-09-28,2026-05-18,,,0
United Kingdom,United Kingdom,73410000,Military research and technology,Other,Military research and technology,15,20,23,1,2023-12-01,2026-01-26,95000000.0,,0
Canada federal,Canada,*86100000,*Vocational training,Other,*Vocational training,15,20,16,8,2023-09-01,2026-04-24,,,0
Ireland,Ireland,79300000.0,Market and economic research; polling and statistics.,Other,Market and economic research; polling and statistics.,15,20,14,10,2023-10-19,2026-01-08,425000.0,,0
Ireland,Ireland,55120000.0,Hotel meeting and conference services.,Other,Hotel meeting and conference services.,15,20,13,11,2023-08-02,2026-02-03,80000.0,,0
Canada federal,Canada,*84111603,*Internal audits,Other,*Internal audits,15,20,13,11,2023-10-17,2026-06-26,,,0
Ireland,Ireland,79341000.0,Advertising services.,Other,Advertising services.,15,20,12,12,2023-08-18,2026-03-04,387500.0,,0
United Kingdom,United Kingdom,79342200,Promotional services,Other,Promotional services,15,20,12,11,2023-09-14,2025-05-08,6250000.0,,0
United Kingdom,United Kingdom,79412000,Financial management consultancy services,Other,Financial management consultancy services,15,20,12,11,2023-08-11,2026-01-09,240000.0,,0
France,France,"274,21","Prestations de services,Audit",Other,Services,15,20,12,11,2024-06-05,2026-07-31,,,0
United Kingdom,United Kingdom,35811200,Police uniforms,Other,Police uniforms,15,20,13,9,2023-09-27,2026-04-14,38000000.0,,0
Quebec,Canada - Quebec,27000000,NO_DESCRIPTION,Other,UNKNOWN,15,20,529,243,2023-08-03,2026-07-30,133799.0,1.0,348
Canada federal,Canada,*56110000,*Commercial and industrial furniture,Other,*Commercial and industrial furniture,15,20,18,4,2023-08-17,2025-10-02,,,0
United Kingdom,United Kingdom,30210000,Data-processing machines (hardware),Other,Data-processing machines (hardware),15,20,11,11,2024-01-03,2026-05-28,,,0
France,France,79212200,Audit,Other,Services,15,20,11,11,2023-09-19,2026-07-31,,,0
Canada federal,Canada,*81112200,*Software maintenance and support,Other,*Software maintenance and support,15,20,15,6,2023-12-19,2026-07-21,,,0
Canada federal,Canada,*31160000,*Hardware,Other,*Hardware,15,20,17,4,2024-01-19,2026-07-14,,,0
Ireland,Ireland,71317210.0,Health and safety consultancy services.,Other,Health and safety consultancy services.,15,20,12,9,2023-08-17,2026-01-29,1112757.0,,0
Ireland,Ireland,34134000.0,Flatbed and Tipper trucks.,Other,Flatbed and Tipper trucks.,15,20,12,9,2023-11-30,2025-10-10,500000.0,,0
United Kingdom,United Kingdom,79632000,Personnel-training services,Other,Personnel-training services,15,20,12,9,2023-08-25,2025-11-26,200000.0,,0
Ireland,Ireland,80510000.0,Specialist training services.,Other,Specialist training services.,15,20,11,10,2023-08-29,2025-04-11,205000.0,,0
Ireland,Ireland,30211300.0,Computer platforms.,Other,Computer platforms.,15,20,11,10,2023-12-01,2026-01-23,210000.0,,0
Ireland,Ireland,22462000.0,Advertising material.,Other,Advertising material.,15,20,14,6,2023-11-18,2025-11-18,3143879.5,,0
United Kingdom,United Kingdom,30213100,Portable computers,Other,Portable computers,15,20,11,9,2024-04-09,2026-01-26,,,0
United Kingdom,United Kingdom,30230000,Computer-related equipment,Other,Computer-related equipment,15,20,10,10,2023-08-17,2025-08-12,250000.0,,0
France,France,79132000,Audit,Other,Services,15,20,10,10,2023-09-14,2026-06-02,,,0
United Kingdom,United Kingdom,79500000,Office-support services,Other,Office-support services,15,20,10,10,2023-10-03,2025-09-19,20250000.0,,0
France,France,79212000,"Audit,Prestations de services",Other,Services,15,20,10,10,2023-09-11,2025-06-19,,,0
Canada federal,Canada,*92111700,*Military science and research,Other,*Military science and research,15,20,15,4,2023-10-04,2025-09-10,,,0
United Kingdom,United Kingdom,90713100,Consulting services for water-supply and waste-water other than for construction,Other,Consulting services for water-supply and waste-water other than for construction,15,20,10,9,2023-09-08,2025-02-21,1115000.0,,0
United Kingdom,United Kingdom,39140000,Domestic furniture,Other,Domestic furniture,15,20,10,9,2023-08-02,2026-06-22,322000.0,,0
United Kingdom,United Kingdom,50324200,Preventive maintenance services,Other,Preventive maintenance services,15,20,10,9,2023-10-20,2024-10-18,600000.0,,0
United Kingdom,United Kingdom,55120000,Hotel meeting and conference services,Other,Hotel meeting and conference services,15,20,10,9,2023-10-20,2026-07-17,175863.0,,0
United Kingdom,United Kingdom,79417000,Safety consultancy services,Other,Safety consultancy services,15,20,13,5,2023-12-18,2025-08-15,0.01,,0
United Kingdom,United Kingdom,66523000,Pension fund consultancy services,Other,Pension fund consultancy services,15,20,10,8,2023-08-23,2025-10-09,800000.0,,0
United Kingdom,United Kingdom,30190000,Various office equipment and supplies,Other,Various office equipment and supplies,15,20,10,8,2023-08-11,2026-05-08,400000.0,,0
Canada federal,Canada,*80141500,*Market research,Other,*Market research,15,20,9,9,2023-10-13,2026-06-01,,,0
Quebec,Canada - Quebec,83100000,NO_DESCRIPTION,Other,UNKNOWN,15,20,658,109,2023-08-02,2026-07-31,653199.0,2.0,251
Ireland,Ireland,79120000.0,Patent and copyright consultancy services.,Other,Patent and copyright consultancy services.,15,20,11,6,2023-10-23,2025-09-15,474500.0,,0
Ireland,Ireland,71311200.0,Transport systems consultancy services.,Other,Transport systems consultancy services.,15,20,11,6,2023-10-08,2025-11-18,2200000.0,,0
United Kingdom,United Kingdom,80531200,Technical training services,Other,Technical training services,15,20,9,8,2023-10-03,2026-01-28,1000000.0,,0
Ireland,Ireland,80511000.0,Staff training services.,Other,Staff training services.,15,20,9,8,2023-10-10,2025-11-06,138999.5,,0
United Kingdom,United Kingdom,39141000,Kitchen furniture and equipment,Other,Kitchen furniture and equipment,15,20,9,8,2023-10-20,2026-06-03,,,0
Canada federal,Canada,*76111500,*General building and office cleaning and maintenance services,Other,*General building and office cleaning and maintenance services,15,20,10,6,2023-11-22,2026-05-29,,,0
United Kingdom,United Kingdom,79952100,Cultural event organisation services,Other,Cultural event organisation services,15,20,9,7,2023-11-22,2025-03-14,434000.0,,0
Canada federal,Canada,*86132000,*Management education and training services,Other,*Management education and training services,15,20,9,7,2023-10-24,2026-04-22,,,0
Canada federal,Canada,*56111500,*Workstations and office packages,Other,*Workstations and office packages,15,20,9,7,2023-08-04,2026-07-16,,,0
Canada federal,Canada,*86101709,*Safety training services,Other,*Safety training services,15,20,9,7,2023-08-31,2026-07-23,,,0
United Kingdom,United Kingdom,30232100,Printers and plotters,Other,Printers and plotters,15,20,8,8,2023-08-16,2026-07-16,226000.0,,0
Ireland,Ireland,71248000.0,Supervision of project and documentation.,Other,Supervision of project and documentation.,15,20,8,8,2023-08-07,2025-10-03,130000.0,,0
Canada federal,Canada,*56000000,*Furniture and Furnishings,Other,*Furniture and Furnishings,15,20,14,1,2023-08-02,2026-02-11,,,0
Canada federal,Canada,*80111700,*Personnel recruitment,Other,*Personnel recruitment,15,20,9,6,2023-12-06,2026-06-19,,,0
Canada federal,Canada,*80101512,*Actuarial consulting services,Other,*Actuarial consulting services,15,20,8,7,2023-09-20,2026-06-19,,,0
Ireland,Ireland,30230000.0,Computer related equipment.,Other,Computer related equipment.,15,20,8,7,2023-08-24,2026-02-26,1350000.0,,0
France,France,21,Audit,Other,UNKNOWN,15,20,8,7,2023-08-09,2025-09-19,,,0
United Kingdom,United Kingdom,18110000,Occupational clothing,Other,Occupational clothing,15,20,8,7,2023-08-30,2026-04-17,600000.0,,0
Ireland,Ireland,30190000.0,Various office equipment and supplies.,Other,Various office equipment and supplies.,15,20,8,7,2023-08-18,2026-03-05,500000.0,,0
Ireland,Ireland,22450000.0,Security-type printed matter.,Other,Security-type printed matter.,15,20,8,7,2024-02-15,2026-01-23,262000.0,,0
Ireland,Ireland,71315200.0,Building consultancy services.,Other,Building consultancy services.,15,20,9,5,2023-12-12,2026-03-13,2213250.0,,0
United Kingdom,United Kingdom,98200000,Equal opportunities consultancy services,Other,Equal opportunities consultancy services,15,20,8,6,2023-10-11,2025-08-14,231772.0,,0
United Kingdom,United Kingdom,79212400,Fraud audit services,Other,Fraud audit services,15,20,8,6,2024-04-03,2025-06-20,594000.0,,0
Ireland,Ireland,73100000.0,Research and experimental development services.,Other,Research and experimental development services.,15,20,8,6,2024-10-29,2025-10-13,135000.0,,0
United Kingdom,United Kingdom,18400000,Special clothing and accessories,Other,Special clothing and accessories,15,20,8,6,2023-10-20,2026-02-27,,,0
United Kingdom,United Kingdom,33192000,Medical furniture,Other,Medical furniture,15,20,7,7,2023-10-04,2026-05-20,815000.0,,0
Ireland,Ireland,22800000.0,"Paper or paperboard registers, account books, binders, forms and other articles of printed stationery.",Other,"Paper or paperboard registers, account books, binders, forms and other articles of printed stationery.",15,20,7,7,2023-10-24,2026-01-27,1500000.0,,0
Ireland,Ireland,79210000.0,Accounting and auditing services.,Other,Accounting and auditing services.,15,20,7,7,2023-11-28,2025-10-16,135000.0,,0
United Kingdom,United Kingdom,38970000,"Research, testing and scientific technical simulator",Other,"Research, testing and scientific technical simulator",15,20,7,7,2023-11-09,2024-12-20,220000.0,,0
France,France,79210000,Audit,Other,Services,15,20,7,7,2023-09-30,2025-06-05,,,0
France,France,71314300,Audit,Other,Services,15,20,7,7,2023-11-14,2026-06-29,,,0
Ireland,Ireland,71312000.0,Structural engineering consultancy services.,Other,Structural engineering consultancy services.,15,20,7,7,2024-02-26,2025-08-12,80000.0,,0
Germany,Germany,45442110,NO_DESCRIPTION,Other,UNKNOWN,15,20,504,260,2023-08-11,2026-07-29,128823.0,,0
United Kingdom,United Kingdom,80660000,Training and simulation in military electronic systems,Other,Training and simulation in military electronic systems,15,20,12,2,2023-08-09,2026-04-27,,,0
Canada federal,Canada,*85131700,*Medical science and research,Other,*Medical science and research,15,20,10,4,2023-11-13,2026-03-02,,,0
Ireland,Ireland,80540000.0,Environmental training services.,Other,Environmental training services.,15,20,8,5,2024-03-29,2026-01-20,23760.0,,0
Canada federal,Canada,*81111801,*Computer or network or internet security,Other,*Computer or network or internet security,15,20,8,5,2023-09-27,2026-03-17,,,0
Canada federal,Canada,*39121700,*Electrical hardware and supplies,Other,*Electrical hardware and supplies,15,20,8,5,2023-12-19,2026-06-10,,,0
Canada federal,Canada,*84111600 *84111603,*Audit services *Internal audits,Other,*Audit services *Internal audits,15,20,7,6,2024-04-02,2026-07-08,,,0
United Kingdom,United Kingdom,51611100,Hardware installation services,Other,Hardware installation services,15,20,7,6,2023-08-09,2025-11-18,4000000.0,,0
United Kingdom,United Kingdom,79999100,Scanning services,Other,Scanning services,15,20,7,6,2024-10-01,2025-10-14,,,0
Germany,Germany,45212212,NO_DESCRIPTION,Other,UNKNOWN,15,20,602,161,2023-08-03,2026-07-30,792000.0,,0
Canada federal,Canada,*JI7030,*ADP Software - Installation,Other,*ADP Software - Installation,15,20,12,1,2023-08-04,2025-11-24,,,0
Canada federal,Canada,*81000000,*Engineering and Research and Technology Based Services,Other,*Engineering and Research and Technology Based Services,15,20,12,1,2023-09-06,2025-10-14,,,0
Canada federal,Canada,*70101602,*Fishery research or experimentation services,Other,*Fishery research or experimentation services,15,20,10,3,2023-08-21,2026-04-07,,,0
Ireland,Ireland,22110000.0,Printed books.,Other,Printed books.,15,20,7,5,2023-10-03,2025-03-07,100000.0,,0
Ireland,Ireland,79419000.0,Evaluation consultancy services.,Other,Evaluation consultancy services.,15,20,7,5,2023-09-14,2026-02-04,46372.0,,0
Canada federal,Canada,*43231500,*Business function specific software,Other,*Business function specific software,15,20,7,5,2023-10-20,2026-03-09,,,0
United Kingdom,United Kingdom,79571000,Mailing services,Other,Mailing services,15,20,6,6,2024-02-14,2026-02-09,25000.0,,0
France,France,"21,163","Audit,Informatique (prestations de services)",Other,Services,15,20,6,6,2024-11-19,2026-04-27,,,0
France,France,79414000,Audit,Other,Services,15,20,6,6,2023-12-14,2025-03-03,,,0
Ireland,Ireland,30213100.0,Portable computers.,Other,Portable computers.,15,20,6,6,2023-09-06,2026-01-30,140000.0,,0
United Kingdom,United Kingdom,98340000,Accommodation and office services,Other,Accommodation and office services,15,20,6,6,2023-11-13,2024-12-03,2200000.0,,0
United Kingdom,United Kingdom,71317000,Hazard protection and control consultancy services,Other,Hazard protection and control consultancy services,15,20,6,6,2024-05-13,2026-02-16,1830000.0,,0
France,France,79200000,Audit,Other,Services,15,20,6,6,2023-11-13,2026-04-30,,,0
France,France,71241000,Audit,Other,Services,15,20,6,6,2023-08-11,2025-07-28,,,0
Ireland,Ireland,79412000.0,Financial management consultancy services.,Other,Financial management consultancy services.,15,20,6,6,2024-04-02,2025-06-06,220000.0,,0
Ireland,Ireland,30192000.0,Office supplies.,Other,Office supplies.,15,20,6,6,2023-09-15,2025-03-31,855000.0,,0
Canada federal,Canada,*80171803,*Media training and coaching service,Other,*Media training and coaching service,15,20,6,6,2023-08-11,2026-01-28,,,0
Ireland,Ireland,79411100.0,Business-development consultancy services.,Other,Business-development consultancy services.,15,20,6,6,2023-10-26,2025-11-12,202500.0,,0
Canada federal,Canada,*86132201,*Training workshop service,Other,*Training workshop service,15,20,6,6,2023-09-07,2025-01-20,,,0
United Kingdom,United Kingdom,79341200,Advertising management services,Other,Advertising management services,15,20,6,6,2023-11-01,2026-07-24,2455000.0,,0
Canada federal,Canada,*86000000,*Education and Training Services,Other,*Education and Training Services,15,20,11,1,2023-10-13,2026-07-10,,,0
Canada federal,Canada,*46200000,*Defense and law enforcement and security and safety training equipment,Other,*Defense and law enforcement and security and safety training equipment,15,20,10,2,2023-09-11,2026-07-13,,,0
Canada federal,Canada,*80141607 *80161502,*Events management *Meeting planning services,Other,*Events management *Meeting planning services,15,20,10,2,2024-03-19,2026-07-30,,,0
Germany,Germany,45315000,NO_DESCRIPTION,Other,UNKNOWN,15,20,494,267,2023-08-04,2026-07-16,310188.02,,0
Canada federal,Canada,*78102200,*Postal and small parcel and courier services,Other,*Postal and small parcel and courier services,15,20,6,5,2024-08-09,2026-03-06,,,0
United Kingdom,United Kingdom,79635000,Assessment centre services for recruitment,Other,Assessment centre services for recruitment,15,20,6,5,2023-09-01,2025-03-19,,,0
Ireland,Ireland,30213000.0,Personal computers.,Other,Personal computers.,15,20,6,5,2025-01-14,2026-02-16,175000.0,,0
United Kingdom,United Kingdom,90714000,Environmental auditing,Other,Environmental auditing,15,20,6,5,2023-10-10,2026-05-07,450000.0,,0
Ireland,Ireland,79415000.0,Production management consultancy services.,Other,Production management consultancy services.,15,20,6,5,2023-08-18,2025-07-30,221000.0,,0
Ireland,Ireland,18400000.0,Special clothing and accessories.,Other,Special clothing and accessories.,15,20,6,5,2024-06-20,2026-03-09,135000.0,,0
United Kingdom,United Kingdom,34152000,Training simulators,Other,Training simulators,15,20,6,5,2023-11-23,2025-11-14,840000.0,,0
Ireland,Ireland,71315210.0,Building services consultancy services.,Other,Building services consultancy services.,15,20,6,5,2024-03-28,2025-10-20,300000.0,,0
Canada federal,Canada,*81111600,*Computer programmers,Other,*Computer programmers,15,20,6,5,2023-09-26,2026-01-13,,,0
Germany,Germany,77000000,NO_DESCRIPTION,Other,UNKNOWN,15,20,615,146,2023-08-03,2026-07-30,500000.0,,0
United Kingdom,United Kingdom,80650000,"Training and simulation in aircrafts, missiles and spacecrafts",Other,"Training and simulation in aircrafts, missiles and spacecrafts",15,20,10,1,2023-10-19,2025-04-29,106900000.0,,0
Canada federal,Canada,*JX7025AJ,"*Printers, Page, Laser - Maintenance",Other,"*Printers, Page, Laser - Maintenance",15,20,10,1,2024-01-16,2026-06-15,,,0
Canada federal,Canada,*43210000,*Computer Equipment and Accessories,Other,*Computer Equipment and Accessories,15,20,9,2,2025-02-07,2026-01-30,,,0
United Kingdom,United Kingdom,30211100,Super computer,Other,Super computer,15,20,7,4,2023-10-13,2025-01-17,348000000.0,,0
Canada federal,Canada,*81162103,*Platform software as a service,Other,*Platform software as a service,15,20,7,4,2024-01-05,2025-08-11,,,0
Canada federal,Canada,*81110000 *81160000,*Computer services *Information Technology Service Delivery,Other,*Computer services *Information Technology Service Delivery,15,20,7,4,2024-01-02,2025-09-11,,,0
Ireland,Ireland,79342200.0,Promotional services.,Other,Promotional services.,15,20,5,5,2023-10-13,2025-05-01,65000.0,,0
Ireland,Ireland,73300000.0,Design and execution of research and development.,Other,Design and execution of research and development.,15,20,5,5,2023-11-23,2025-06-10,57000.0,,0
United Kingdom,United Kingdom,30213200,Tablet computer,Other,Tablet computer,15,20,5,5,2024-05-20,2026-02-03,,,0
Ireland,Ireland,80532000.0,Management training services.,Other,Management training services.,15,20,5,5,2023-08-15,2026-02-05,38000.0,,0
France,France,79419000,"Audit,Prestations de services",Other,Services,15,20,5,5,2023-08-12,2025-05-23,,,0
United Kingdom,United Kingdom,80520000,Training facilities,Other,Training facilities,15,20,5,5,2023-08-03,2024-12-05,5035000.0,,0
Canada federal,Canada,*43231602,*Enterprise resource planning ERP software,Other,*Enterprise resource planning ERP software,15,20,5,5,2023-08-11,2026-01-26,,,0
Canada federal,Canada,*80101500 *80101508 *80101600,*Business and corporate management consultation services *Business intelligence consulting services *Project management,Other,*Business and corporate management consultation services *Business intelligence consulting services *Project management,15,20,9,1,2025-04-15,2026-07-24,,,0
Canada federal,Canada,*80110000 *80111600,*Human resources services *Temporary personnel services,Other,*Human resources services *Temporary personnel services,15,20,8,2,2023-10-31,2024-10-24,,,0
United Kingdom,United Kingdom,80600000,Training services in defence and security materials,Other,Training services in defence and security materials,15,20,7,3,2023-08-02,2025-02-27,3000000.0,,0
Canada federal,Canada,*72121100 *72121103,*Commercial and office building construction services *Commercial and office building renovation and repair service,Other,*Commercial and office building construction services *Commercial and office building renovation and repair service,15,20,7,3,2023-11-22,2026-07-30,,,0
