warehouse_source,country,category,subcategory,lean_fit,automation_potential,onsite_requirement,records,buyers,median_estimated_value,median_bidders
Ireland,Ireland,Other,All-terrain vehicles.,15,20,UNKNOWN,2,2,181000.0,
Ireland,Ireland,Other,Commissioning of public lighting installations.,15,20,UNKNOWN,2,2,69000.0,
Canada federal,Canada,Other,*Planting services,15,20,UNKNOWN,2,2,,
Ireland,Ireland,Other,Graphic display panels.,15,20,UNKNOWN,2,1,480000.0,
Canada federal,Canada,Other,*Laboratory incubating equipment,15,20,UNKNOWN,2,2,,
Canada federal,Canada,Other,*Power generators *Diesel generators,15,20,UNKNOWN,2,2,,
Canada federal,Canada,Other,*Information technology consultation services *Project management,15,20,UNKNOWN,2,2,,
Ireland,Ireland,Other,Safety headgear.,15,20,UNKNOWN,2,2,85000.0,
Canada federal,Canada,Other,*Process control system design and engineering service,15,20,UNKNOWN,2,2,,
TED,ZM,Other,UNKNOWN,20,UNKNOWN,UNKNOWN,2,2,12078442.19,
Canada federal,Canada,Other,*Heating and cooling and air conditioning HVAC construction and maintenance services *HVAC mechanical construction service,15,20,UNKNOWN,2,2,,
Canada federal,Canada,Other,*Environmental advisory services *Environmental economics advisory services *Business and corporate management consultation services *Economic analysis *Agricultural science consultation service,15,20,UNKNOWN,2,1,,
TED,TR,Automation / software,IT services / software,60,UNKNOWN,UNKNOWN,2,1,920209.5,
Ireland,Ireland,Other,Fair and exhibition organisation services.,15,20,UNKNOWN,2,1,5000000.0,
Ireland,Ireland,Other,Construction work for buildings of further education.,15,20,UNKNOWN,2,2,114075.5,
Ireland,Ireland,Other,"Cranes, mobile lifting frames and works trucks fitted with a crane.",15,20,UNKNOWN,2,2,150000.0,
TED,CYP,Printing,Print / routing,66,UNKNOWN,UNKNOWN,2,2,117500.0,
TED,KOR,Other,UNKNOWN,20,UNKNOWN,UNKNOWN,2,2,221500000.0,
Canada federal,Canada,Other,*Professional engineering services *Structural engineering *Architectural engineering,15,20,UNKNOWN,2,2,,
Canada federal,Canada,Other,*Freeze drying equipment,15,20,UNKNOWN,2,1,,
Ireland,Ireland,Other,Short Message Service (SMS) services.,15,20,UNKNOWN,2,2,9250000.0,
Ireland,Ireland,Other,Land management services.,15,20,UNKNOWN,2,1,88000.0,
TED,BIH,Automation / software,IT services / software,60,UNKNOWN,UNKNOWN,2,2,,
TED,BG,Web,Website / CMS,88,UNKNOWN,UNKNOWN,2,2,5301450.0,
Canada federal,Canada,Other,*Barriers,15,20,UNKNOWN,2,2,,
Ireland,Ireland,Other,Motion picture and video tape production and related services.,15,20,UNKNOWN,2,2,80000.0,
United Kingdom,United Kingdom,Other,Driving licences,15,20,UNKNOWN,2,2,77500.0,
Ireland,Ireland,Other,Pipeline relaying works.,15,20,UNKNOWN,2,2,3450000.0,
Ireland,Ireland,Other,Woodworking equipment.,15,20,UNKNOWN,2,2,200000.0,
Canada federal,Canada,Other,*Optical networking lasers,15,20,UNKNOWN,2,2,,
Canada federal,Canada,Other,*Measuring and observing and testing instruments *Length and thickness and distance measuring instruments *Mapping,15,20,UNKNOWN,2,1,,
United Kingdom,United Kingdom,Other,Maintenance and repair of ticket-issuing machinery,15,20,UNKNOWN,2,2,,
Ireland,Ireland,Other,Fencing wire.,15,20,UNKNOWN,2,2,150000.0,
Ireland,Ireland,Other,Disposable gloves.,15,20,UNKNOWN,2,1,12400000.0,
United Kingdom,United Kingdom,Other,"Collector and collection bags, drainage and kits",15,20,UNKNOWN,2,2,,
Ireland,Ireland,Other,Waste transfer station.,15,20,UNKNOWN,2,2,140000.0,
Canada federal,Canada,Other,*Educational data collection service,15,20,UNKNOWN,2,2,,
Ireland,Ireland,Other,Supply services of personnel including temporary staff.,15,20,UNKNOWN,2,2,2900000.0,
Ireland,Ireland,Other,Engineering work for security installations.,15,20,UNKNOWN,2,2,,
United Kingdom,United Kingdom,Other,Installation services of fitness equipment,15,20,UNKNOWN,2,2,,
United Kingdom,United Kingdom,Other,Site-safety equipment,15,20,UNKNOWN,2,2,,
Ireland,Ireland,Other,Engineering-related scientific and technical services.,15,20,UNKNOWN,2,2,62500.0,
Ireland,Ireland,Other,Ironmongery.,15,20,UNKNOWN,2,2,80000.0,
Ireland,Ireland,Other,Variable message signs.,15,20,UNKNOWN,2,2,315000.0,
United Kingdom,United Kingdom,Other,Parts of escalators,15,20,UNKNOWN,2,2,,
United Kingdom,United Kingdom,Other,Sewerage management services,15,20,UNKNOWN,2,2,,
Canada federal,Canada,Other,*Commercial water heaters *Plumbing construction services,15,20,UNKNOWN,2,1,,
TED,FI,Web,Website / CMS,88,UNKNOWN,UNKNOWN,2,2,510000.0,
United Kingdom,United Kingdom,Other,Tipper trucks,15,20,UNKNOWN,2,2,139000.0,
Ireland,Ireland,Other,Sport-related services.,15,20,UNKNOWN,2,2,330000.0,
United Kingdom,United Kingdom,Other,Life insurance services,15,20,UNKNOWN,2,2,,
Ireland,Ireland,Other,Surgical laser.,15,20,UNKNOWN,2,2,440000.0,
United Kingdom,United Kingdom,Other,Building sale or purchase services,15,20,UNKNOWN,2,1,,
United Kingdom,United Kingdom,Other,High-temperature circulators,15,20,UNKNOWN,2,1,650000.0,
United Kingdom,United Kingdom,Other,Construction work for buildings relating to law and order,15,20,UNKNOWN,2,2,,
United Kingdom,United Kingdom,Other,Pallets,15,20,UNKNOWN,2,2,,
Ireland,Ireland,Other,Radiation protection services.,15,20,UNKNOWN,2,2,85000.0,
Ireland,Ireland,Other,Disposable non-chemical medical consumables and haematological consumables.,15,20,UNKNOWN,2,2,600000.0,
United Kingdom,United Kingdom,Other,Seismic processing services,15,20,UNKNOWN,2,1,650000.0,
Canada federal,Canada,Other,*Systems architecture,15,20,UNKNOWN,2,2,,
Ireland,Ireland,Other,Satellite-related communications equipment.,15,20,UNKNOWN,2,2,250000.0,
Ireland,Ireland,Other,Waste disposal site construction work.,15,20,UNKNOWN,2,2,115000.0,
Canada federal,Canada,Other,*Building and facility maintenance and repair services *Locksmith services,15,20,UNKNOWN,2,1,,
Ireland,Ireland,Other,Building internal fittings.,15,20,UNKNOWN,2,2,180000.0,
United Kingdom,United Kingdom,Other,Survival suits,15,20,UNKNOWN,2,1,,
United Kingdom,United Kingdom,Other,Toothbrushes,15,20,UNKNOWN,2,1,,
Ireland,Ireland,Other,Mergers and acquisition services.,15,20,UNKNOWN,2,1,295021.0,
United Kingdom,United Kingdom,Other,Industrial kitchen equipment,15,20,UNKNOWN,2,2,250000.0,
Ireland,Ireland,Other,Instruments for checking physical characteristics.,15,20,UNKNOWN,2,1,71500.0,
United Kingdom,United Kingdom,Other,Pathology dissection instruments and supplies,15,20,UNKNOWN,2,2,,
Ireland,Ireland,Other,Chassis bodies.,15,20,UNKNOWN,2,1,1650000.0,
Ireland,Ireland,Other,Recording systems and exploration devices.,15,20,UNKNOWN,2,2,97500.0,
Ireland,Ireland,Other,Insurance brokerage and agency services.,15,20,UNKNOWN,2,2,5575000.0,
Canada federal,Canada,Other,*Aerospace location and navigation systems and components,15,20,UNKNOWN,2,2,,
United Kingdom,United Kingdom,Other,Maintenance services of radio-communications equipment,15,20,UNKNOWN,2,1,4700000.0,
Ireland,Ireland,Other,Bathrooms construction work.,15,20,UNKNOWN,2,2,700000.0,
Ireland,Ireland,Other,Desktop publishing services.,15,20,UNKNOWN,2,2,87750.0,
Ireland,Ireland,Other,ID cards.,15,20,UNKNOWN,2,2,275000.0,
United Kingdom,United Kingdom,Other,Individual and support equipment,15,20,UNKNOWN,2,2,,
Canada federal,Canada,Other,*General building construction *Architectural engineering,15,20,UNKNOWN,2,1,,
Ireland,Ireland,Other,Gas cooling systems.,15,20,UNKNOWN,2,1,350000.0,
Ireland,Ireland,Other,Parts of lamps and lighting equipment.,15,20,UNKNOWN,2,2,67500.0,
United Kingdom,United Kingdom,Other,Groundwater pollution monitoring or control services,15,20,UNKNOWN,2,2,,
United Kingdom,United Kingdom,Other,Paper or paperboard registers,15,20,UNKNOWN,2,1,360000.0,
United Kingdom,United Kingdom,Other,Pumps for medical use,15,20,UNKNOWN,2,2,,
United Kingdom,United Kingdom,Other,Wireless telecommunications system,15,20,UNKNOWN,2,2,575000.0,
United Kingdom,United Kingdom,Other,Maintenance and repair of data network equipment,15,20,UNKNOWN,2,2,2000000.0,
Ireland,Ireland,Other,Electrical installation work of heating and other electrical building-equipment.,15,20,UNKNOWN,2,2,2025000.0,
Ireland,Ireland,Other,Paving and asphalting works.,15,20,UNKNOWN,2,2,,
United Kingdom,United Kingdom,Other,Emergency training dolls,15,20,UNKNOWN,2,2,130000.0,
Ireland,Ireland,Other,Ready-mixed concrete.,15,20,UNKNOWN,2,1,395000.0,
United Kingdom,United Kingdom,Other,Grenades,15,20,UNKNOWN,2,1,150000000.0,
United Kingdom,United Kingdom,Other,Glues,15,20,UNKNOWN,2,1,,
Ireland,Ireland,Other,Vocational training services.,15,20,UNKNOWN,2,2,190000.0,
United Kingdom,United Kingdom,Other,Kitchen or restaurant conversion,15,20,UNKNOWN,2,2,,
United Kingdom,United Kingdom,Other,Electronic security lock,15,20,UNKNOWN,2,2,,
United Kingdom,United Kingdom,Other,Digital television,15,20,UNKNOWN,2,2,,
Ireland,Ireland,Other,Sewage pumps.,15,20,UNKNOWN,2,2,0.0,
United Kingdom,United Kingdom,Other,ID cards,15,20,UNKNOWN,2,2,,
United Kingdom,United Kingdom,Other,Escalators,15,20,UNKNOWN,2,1,10547500.0,
Ireland,Ireland,Other,Central-heating radiators and boilers and parts.,15,20,UNKNOWN,2,2,500000.0,
Ireland,Ireland,Other,Speed indicators for vehicles.,15,20,UNKNOWN,2,2,712500.0,
Ireland,Ireland,Other,Parts of gas turbines.,15,20,UNKNOWN,2,1,750000.0,
United Kingdom,United Kingdom,Other,Repair and maintenance services of gas meters,15,20,UNKNOWN,2,2,,
Ireland,Ireland,Other,Car park control equipment.,15,20,UNKNOWN,2,2,2535000.0,
Canada federal,Canada,Other,*Fishery research or experimentation services *Biological science services,15,20,UNKNOWN,2,1,,
Canada federal,Canada,Other,*Rescue services,15,20,UNKNOWN,2,2,,
United Kingdom,United Kingdom,Other,Leisure equipment,15,20,UNKNOWN,2,1,31500.0,
Ireland,Ireland,Other,Weather-forecasting services.,15,20,UNKNOWN,2,2,425000.0,
Canada federal,Canada,Other,*Fisheries operations,15,20,UNKNOWN,2,2,,
United Kingdom,United Kingdom,Other,Employee relocation services,15,20,UNKNOWN,2,2,,
United Kingdom,United Kingdom,Other,Footwear,15,20,UNKNOWN,2,2,,
Ireland,Ireland,Other,Surface surveying services.,15,20,UNKNOWN,2,2,400000.0,
United Kingdom,United Kingdom,Other,Entertainment building construction work,15,20,UNKNOWN,2,2,,
Canada federal,Canada,Other,*Fishery information or documentation services *Fishery research or experimentation services *Fishery data collection or distribution,15,20,UNKNOWN,2,2,,
Ireland,Ireland,Other,Repair and maintenance services of cars.,15,20,UNKNOWN,2,2,502500.0,
Ireland,Ireland,Other,Miscellaneous repair and maintenance services.,15,20,UNKNOWN,2,2,800000.0,
Ireland,Ireland,Other,Insulation work.,15,20,UNKNOWN,2,2,143670.0,
United Kingdom,United Kingdom,Other,Lighting systems,15,20,UNKNOWN,2,2,,
Ireland,Ireland,Other,Recreation centre construction work.,15,20,UNKNOWN,2,2,637500.0,
Canada federal,Canada,Other,"*Specialized educational services *Training planning, facilitation and delivery services",15,20,UNKNOWN,2,2,,
Ireland,Ireland,Other,Air-conditioning appliances.,15,20,UNKNOWN,2,2,95000.0,
United Kingdom,United Kingdom,Other,Deleading services,15,20,UNKNOWN,2,2,280000.0,
Canada federal,Canada,Other,*Connectors,15,20,UNKNOWN,2,2,,
United Kingdom,United Kingdom,Other,Roof,15,20,UNKNOWN,2,2,175000.0,
Canada federal,Canada,Other,*Environmental management *Pollution tracking and monitoring and rehabilitation,15,20,UNKNOWN,2,2,,
Canada federal,Canada,Other,*Cold storage room *Industrial freezers,15,20,UNKNOWN,2,1,,
Canada federal,Canada,Other,*Electrical equipment and components and supplies *Electrical wire management devices and accessories and supplies,15,20,UNKNOWN,2,2,,
United Kingdom,United Kingdom,Other,Canopies,15,20,UNKNOWN,2,2,,
United Kingdom,United Kingdom,Other,Landscaping work for gardens,15,20,UNKNOWN,2,2,,
Canada federal,Canada,Other,*Commercial marine craft *Marine engineering,15,20,UNKNOWN,2,1,,
Canada federal,Canada,Other,*Laboratory water purification equipment and supplies,15,20,UNKNOWN,2,1,,
Ireland,Ireland,Other,Charge cards.,15,20,UNKNOWN,2,2,7360971.0,
Canada federal,Canada,Other,*Safety and rescue vehicles,15,20,UNKNOWN,2,1,,
Canada federal,Canada,Other,*Domestic vessel transport services *Rental of freight vessel for inland water transport with operator,15,20,UNKNOWN,2,2,,
Ireland,Ireland,Other,Hire of helicopters with crew.,15,20,UNKNOWN,2,2,200000.0,
Ireland,Ireland,Other,Printing paper.,15,20,UNKNOWN,2,1,15000000.0,
United Kingdom,United Kingdom,Other,"Tools, locks, keys, hinges, fasteners, chain and springs",15,20,UNKNOWN,2,2,,
Canada federal,Canada,Other,*Chairs *Office or work chair *Task seating *Stool seating,15,20,UNKNOWN,2,1,,
Canada federal,Canada,Other,*Stone blocks,15,20,UNKNOWN,2,1,,
Canada federal,Canada,Other,*Laboratory and scientific equipment *Sampling equipment,15,20,UNKNOWN,2,1,,
United Kingdom,United Kingdom,Other,Repair and maintenance services of audio-visual and optical equipment,15,20,UNKNOWN,2,2,750000.0,
Canada federal,Canada,Other,*Military education *Curriculum development service *Educational forecasting service,15,20,UNKNOWN,2,1,,
Canada federal,Canada,Other,*Electrical system services *Lighting installation services *Electric power system construction service,15,20,UNKNOWN,2,1,,
Canada federal,Canada,Other,*Heavy equipment installation and maintenance services,15,20,UNKNOWN,2,1,,
Canada federal,Canada,Other,*Professional engineering services *Mechanical engineering *Electrical and electronic engineering,15,20,UNKNOWN,2,1,,
Canada federal,Canada,Other,"*Highway and road paving service *Highway and road resurfacing service *Seal coating of roads, highways and parking lots",15,20,UNKNOWN,2,1,,
Canada federal,Canada,Other,*Tents and membrane structures,15,20,UNKNOWN,2,1,,
United Kingdom,United Kingdom,Other,Detection apparatus,15,20,UNKNOWN,2,2,,
Ireland,Ireland,Other,Glass,15,20,UNKNOWN,2,2,6500000.0,
Canada federal,Canada,Other,*Fuels and Fuel Additives and Lubricants and Anti corrosive Materials,15,20,UNKNOWN,2,1,,
Ireland,Ireland,Other,"Related minerals, precious metals and associated products.",15,20,UNKNOWN,2,2,797500.0,
United Kingdom,United Kingdom,Other,Diagnostics and radiodiagnostic devices and supplies,15,20,UNKNOWN,2,2,50000000.0,
Canada federal,Canada,Other,*Industrial machine tools,15,20,UNKNOWN,2,1,,
Canada federal,Canada,Other,*Accounting and bookkeeping services *Audit services,15,20,UNKNOWN,2,2,,
Ireland,Ireland,Other,Sewer construction work.,15,20,UNKNOWN,2,2,,
Canada federal,Canada,Other,*Snow removal services *Highway and road maintenance service *Land grading service,15,20,UNKNOWN,2,1,,
Canada federal,Canada,Other,*Kerosene *Aviation fuel,15,20,UNKNOWN,2,1,,
Ireland,Ireland,Other,Assembly and erection of prefabricated structures.,15,20,UNKNOWN,2,2,3000000.0,
Canada federal,Canada,Other,*Building maintenance and repair services *Infrastructure maintenance and repair services *Structural engineering,15,20,UNKNOWN,2,1,,
Ireland,Ireland,Other,Building-cleaning services.,15,20,UNKNOWN,2,2,1650000.0,
Ireland,Ireland,Other,Hydraulic or pneumatic power engines and motors.,15,20,UNKNOWN,2,2,320000.0,
Ireland,Ireland,Other,Steriliser.,15,20,UNKNOWN,2,2,325000.0,
Ireland,Ireland,Other,Travel services.,15,20,UNKNOWN,2,2,335000.0,
Canada federal,Canada,Other,*Medical training and education supplies *Education and Training Services,15,20,UNKNOWN,2,1,,
Canada federal,Canada,Other,*Mail and cargo transport,15,20,UNKNOWN,2,1,,
Canada federal,Canada,Other,*Office or work chair *Task seating *Guest seating *Executive seating,15,20,UNKNOWN,2,1,,
Canada federal,Canada,Other,*Biometric identification equipment,15,20,UNKNOWN,2,1,,
United Kingdom,United Kingdom,Other,Ship bridge simulators,15,20,UNKNOWN,2,2,625000.0,
United Kingdom,United Kingdom,Other,Parts of cranes,15,20,UNKNOWN,2,2,,
United Kingdom,United Kingdom,Other,Post-mortem and mortuary equipment and supplies,15,20,UNKNOWN,2,2,7500000.0,
Canada federal,Canada,Other,*Industrial Cleaning Services,15,20,UNKNOWN,2,1,,
United Kingdom,United Kingdom,Other,Furnishing,15,20,UNKNOWN,2,2,,
Canada federal,Canada,Other,*Undergarments,15,20,UNKNOWN,2,1,,
Canada federal,Canada,Other,*Environmental impact assessment *Pollution investigation services *Industrial waste site investigation *Soil pollution advisory services *Feasibility studies or screening of project ideas,15,20,UNKNOWN,2,1,,
Canada federal,Canada,Other,*Air traffic control service,15,20,UNKNOWN,2,1,,
Canada federal,Canada,Other,*Conveyors and accessories *Shelving and storage,15,20,UNKNOWN,2,1,,
United Kingdom,United Kingdom,Other,Klystrons,15,20,UNKNOWN,2,1,,
Canada federal,Canada,Other,*Commercial marine craft *Marine craft systems and subassemblies *Transportation repair or maintenance services,15,20,UNKNOWN,2,1,,
Canada federal,Canada,Other,*Diesel fuel,15,20,UNKNOWN,2,1,,
Canada federal,Canada,Other,*Infrastructure maintenance and repair services *Marine construction services,15,20,UNKNOWN,2,1,,
Canada federal,Canada,Other,*Van trucks,15,20,UNKNOWN,2,1,,
Canada federal,Canada,Other,*Railroad support equipment and systems,15,20,UNKNOWN,2,1,,
Canada federal,Canada,Other,*Industrial refrigerators,15,20,UNKNOWN,2,1,,
Ireland,Ireland,Other,Fuel oils.,15,20,UNKNOWN,2,2,2850000.0,
United Kingdom,United Kingdom,Other,Repair and maintenance services of aircraft,15,20,UNKNOWN,2,2,3500000.0,
United Kingdom,United Kingdom,Other,Maintenance of information technology equipment,15,20,UNKNOWN,2,2,,
Canada federal,Canada,Other,*Human resources consulting service *Human resources services *Personnel recruitment,15,20,UNKNOWN,2,2,,
Canada federal,Canada,Other,*Garbage collection or destruction or processing or disposal *Recycling services,15,20,UNKNOWN,2,1,,
Ireland,Ireland,Other,Passenger walkway.,15,20,UNKNOWN,2,2,400000.0,
Canada federal,Canada,Other,*Coating services,15,20,UNKNOWN,2,1,,
Canada federal,Canada,Other,*Natural resources management or conservation strategy planning services,15,20,UNKNOWN,2,1,,
United Kingdom,United Kingdom,Other,Plasma extracts,15,20,UNKNOWN,2,2,283000.0,
Ireland,Ireland,Other,Electrical accessories.,15,20,UNKNOWN,2,2,145000.0,
Canada federal,Canada,Other,*Industrial pumps and compressors *Compressors *Compressor parts or accessories *Compressor assembly,15,20,UNKNOWN,2,1,,
Canada federal,Canada,Other,*Underground utilities construction service,15,20,UNKNOWN,2,1,,
Canada federal,Canada,Other,*Roof systems,15,20,UNKNOWN,2,2,,
Canada federal,Canada,Other,*Hotels and motels and inns *Hotel rooms *Specialized accommodation services,15,20,UNKNOWN,2,1,,
Canada federal,Canada,Other,*Crisis management and recovery service,15,20,UNKNOWN,2,2,,
