micro_niche,warehouse_source,country,route,currency,records,buyers,repeat_buyers,repeat_buyer_rate,median_estimated_value,compatible_award_rows,p25_award_value,median_award_value,p75_award_value,bidder_rows,median_bidders,single_bid_pct,supplier_count,top_supplier_share_pct,hhi,historical_spm_score
Software licence renewal / licensing,Canada federal,CANADA,OPEN_PUBLIC,CAD,22,4,1,25.0,,69732.3,510618.9,978530.73,0,,,9,11.11,1111.11,67.84
Media / press monitoring,United Kingdom,UNITED KINGDOM,OPEN_PUBLIC,GBP,22,20,2,10.0,88303.0,22000.0,66000.0,80000.0,16,7.0,0.0,12,27.78,1828.7,67.69
Web accessibility / WCAG audit-remediation,United Kingdom,UNITED KINGDOM,COMPETITIVE_OTHER,GBP,10,10,0,0.0,82500.0,98985.0,162400.0,175000.0,12,3.0,0.0,40,5.88,399.46,67.4
LMS / e-learning platform software,Ireland,IRELAND,OPEN_PUBLIC,EUR,20,19,1,5.26,197500.0,211331.25,376524.0,431625.0,8,6.0,0.0,8,12.5,1250.0,67.38
Social media / community management,France,FRANCE,OPEN_PUBLIC,EUR,16,15,1,6.67,,88902.0,179373.0,350647.5,0,,,3,33.33,3333.33,67.36
Video production / editing / motion,Germany,GERMANY,COMPETITIVE_OTHER,EUR,12,5,2,40.0,305600.0,389352.5,550000.0,889535.0,3,3.0,0.0,3,33.33,3333.33,66.96
Document scanning / digitization / OCR,Canada federal,CANADA,OPEN_PUBLIC,CAD,8,5,1,20.0,,134622.45500000002,224490.89,1242245.445,0,,,14,13.33,755.56,66.95
Social media / community management,United Kingdom,UNITED KINGDOM,OPEN_PUBLIC,GBP,13,13,0,0.0,45800.0,106666.5,180810.0,412949.0,8,3.5,25.0,9,11.11,1111.11,66.71
SEO / digital marketing,Germany,GERMANY,COMPETITIVE_OTHER,EUR,11,8,1,12.5,400000.0,87100.75,174200.5,261300.25,7,3.5,0.0,7,14.29,1428.57,66.56
Graphic design / DTP / visual identity,Quebec,CANADA - QUEBEC,OPEN_PUBLIC,CAD,18,16,1,6.25,,80.125,100.0,117.5,317,6.0,0.95,48,4.1,338.84,66.54
Subtitling / captioning,France,FRANCE,OPEN_PUBLIC,EUR,15,15,0,0.0,,161874.0,307916.0,453958.0,0,,,3,33.33,3333.33,66.46
SEO / digital marketing,France,FRANCE,COMPETITIVE_OTHER,EUR,12,7,2,28.57,,,,,0,,,12,25.0,1197.92,66.27
LMS / e-learning platform software,Germany,GERMANY,OPEN_PUBLIC,EUR,19,5,1,20.0,,566448.5,699039.0,831629.5,7,4.0,0.0,9,11.11,1111.11,66.25
